date_,count_,avg_score,close_
2010-11-09,1.065463620656556,,0.2
2011-01-05,3.2827798041850644,,0.3
2011-01-06,0.1535803417162603,,0.3
2011-01-13,0.9406795930120945,,0.3
2011-02-08,0.03839508542906508,,0.9
2011-02-11,0.1535803417162603,,1.1
2011-02-13,0.3839508542906508,,1.0
2011-02-16,0.03839508542906508,,1.0
2011-02-21,2.1021309272413133,,0.8
2011-02-23,0.6239201382223075,,0.9
2011-02-27,0.1535803417162603,,0.9
2011-03-01,0.3839508542906508,,0.9
2011-03-05,3.2827798041850644,,0.9
2011-03-09,1.065463620656556,4.558458571285757,0.9
2011-03-15,1.2190439623728162,4.5694285956940615,0.9
2011-03-19,0.6239201382223075,4.379510048125293,0.8
2011-03-21,1.4398157035899406,4.483727649681115,0.8
2011-03-22,1.7853714724515264,7.720494646994596,0.8
2011-03-23,5.384910731426378,2.8179361310350015,0.8
2011-03-24,0.6239201382223075,4.527524808621729,0.9
2011-03-26,1.3246304473027453,4.594716208122594,0.9
2011-03-29,5.010558648492993,4.949870748341446,0.8
2011-04-06,1.6413899020925322,8.622797848695642,0.7
2011-04-11,0.2591668266461893,6.967382618737771,0.8
2011-04-12,1.881359186024189,7.090795393331193,0.9
2011-04-13,1.065463620656556,12.510332897270649,0.9
2011-04-15,2.1021309272413133,14.107479877862005,1.0
2011-04-16,0.2591668266461893,14.04988724971841,1.0
2011-04-17,3.973891341908236,14.246662062542368,1.1
2011-04-19,0.9406795930120945,14.269287737884497,1.2
2011-04-20,7.314263774236898,7.8601112724457405,1.1
2011-04-21,1.065463620656556,11.712024810791304,1.2
2011-04-26,0.4895373392205798,16.64680777345029,1.8
2011-04-28,10.145901324630447,10.219751568968364,2.2
2011-04-29,0.8638894221539644,10.18684149574345,2.9
2011-04-30,7.583029372240353,4.913325854001024,3.5
2011-05-01,7.1222883470915725,6.749025315016427,3.0
2011-05-02,2.678057208677289,5.989172082484306,3.2
2011-05-03,3.426761374544059,7.671315688445072,3.4
2011-05-04,0.7775004799385679,7.650746892679503,3.4
2011-05-05,4.588212708773277,9.367165505777736,3.3
2011-05-06,1.6413899020925322,9.465895725452475,3.5
2011-05-07,2.5436744096755612,9.36373737315014,3.6
2011-05-08,3.973891341908236,4.2863422501011375,3.9
2011-05-09,4.856978306776733,3.8516052697065177,3.8
2011-05-10,10.789019005567289,3.702662385745235,5.8
2011-05-11,7.371856402380496,5.291469683322271,5.5
2011-05-12,9.685160299481668,5.528748330746908,6.3
2011-05-13,8.667690535611442,4.80242339382139,8.2
2011-05-14,5.279324246496449,4.80245498951381,7.2
2011-05-15,4.856978306776733,3.196440414547279,7.0
2011-05-16,10.145901324630447,5.360590789737701,8.0
2011-05-17,12.392013822230755,0.7864608076709949,7.2
2011-05-18,12.075254367440968,0.9995766493172599,6.9
2011-05-19,9.963524668842389,1.1805430840336295,6.8
2011-05-20,10.232290266845844,-3.4504996921947653,5.6
2011-05-21,8.965252447686696,-3.2880630778931135,6.1
2011-05-22,11.288155116145134,-0.9277837584912904,6.7
2011-05-23,10.280284123632175,6.278774513044028,7.2
2011-05-24,11.153772317143405,7.101679319477653,7.4
2011-05-25,9.809944327126127,2.7127935655835786,8.4
2011-05-26,6.949510462660779,9.100668478490052,8.8
2011-05-27,10.769821462852756,5.169188034517494,8.5
2011-05-28,5.461700902284507,5.630700784453637,8.3
2011-05-29,10.05951238241505,6.002310361284946,8.4
2011-05-30,8.763678249184105,6.753920277664631,8.8
2011-05-31,9.128431560760223,11.64204930419334,8.7
2011-06-01,11.086580917642541,9.769257290168898,9.6
2011-06-02,12.392013822230755,4.2372127914697355,10.6
2011-06-03,13.918218468036091,4.75148086903994,14.3
2011-06-04,13.399884814743713,5.625075961310527,18.9
